"";"fill";"height";"count";"x";"xmin";"xmax";"width";"density";"ncount";"ndensity";"flipped_aes";"y";"PANEL";"group";"iscale";"scale";"rel_min_height";"ymin";"ymax";"min_height";"colour";"size";"linetype";"alpha";"datatype";"point_shape";"point_size";"point_stroke"
"85";"#fdb863";0;0;95;95;100;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"86";"#fdb863";0;0;99,99995;95;100;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"87";"#fdb863";0;0;100;100;NA;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"88";"#fdb863";0;0;NA;100;NA;5;0;0;0;FALSE;1;"1";2;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"89";"#80cdc1";0;0;NA;NA;0;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"90";"#80cdc1";0;0;NA;NA;0;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"91";"#80cdc1";0;0;0;0;5;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"92";"#80cdc1";0;0;4,99995;0;5;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"93";"#80cdc1";0;0;5;5;10;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"94";"#80cdc1";0;0;9,99995;5;10;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"95";"#80cdc1";0;0;10;10;15;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"96";"#80cdc1";0;0;14,99995;10;15;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"97";"#80cdc1";0;0;15;15;20;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"98";"#80cdc1";0;0;19,99995;15;20;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"99";"#80cdc1";0;0;20;20;25;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"100";"#80cdc1";0;0;24,99995;20;25;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"101";"#80cdc1";0;0;25;25;30;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"102";"#80cdc1";0;0;29,99995;25;30;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"103";"#80cdc1";0;0;30;30;35;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"104";"#80cdc1";0;0;34,99995;30;35;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"105";"#80cdc1";0;0;35;35;40;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"106";"#80cdc1";0;0;39,99995;35;40;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"107";"#80cdc1";0;0;40;40;45;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"108";"#80cdc1";0;0;44,99995;40;45;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"109";"#80cdc1";0;0;45;45;50;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"110";"#80cdc1";0;0;49,99995;45;50;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"111";"#80cdc1";0;0;50;50;55;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"112";"#80cdc1";0;0;54,99995;50;55;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"113";"#80cdc1";0;0;55;55;60;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"114";"#80cdc1";0;0;59,99995;55;60;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"115";"#80cdc1";0;0;60;60;65;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"116";"#80cdc1";0;0;64,99995;60;65;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"117";"#80cdc1";0;0;65;65;70;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"118";"#80cdc1";0;0;69,99995;65;70;5;0;0;0;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
"119";"#80cdc1";0,0229211113056984;256,048616135548;70;70;75;5;0,0229211113056984;0,466478904742521;0,466478904742521;FALSE;1;"1";3;5,51705017051943;1,6;0,01;1;1.20233107366016;0,00181256281725248;"#444444";0,2;1;NA;"ridgeline";19;1,5;0,5
